Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"MA Gerosa, R Terra, E Figueiredo, F Quintão, ...",VEM 2015,2015,,cbsoft.org,http://cbsoft.org/articles/0000/0566/VEM_CBSoft_2015_V3.pdf,,586,25-01-21,PDF,,,,,,,,0,0,0,5,6
12,"G Denaro, M Pezzè, D Tosi",Test-and-adapt: An approach for improving service interchangeability,2013,ACM Transactions on Software …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2522920.2522921,"https://scholar.google.com/scholar?cites=10684854789723171126&as_sdt=2005&sciodt=0,5&hl=en",587,25-01-21,,,,,,,,,12,1.5,4,3,8
15,"G Szőke, C Nagy, P Hegedűs, R Ferenc, ...",Do automatic refactorings improve maintainability? an industrial case study,2015,… and evolution (ICSME …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7332494/,"https://scholar.google.com/scholar?cites=15927788867844976911&as_sdt=2005&sciodt=0,5&hl=en",588,25-01-21,,,,,,,,,15,2.5,3,5,6
202,"R Riggs, A Taivalsaari, J Huopaniemi, M Patel, ...",Programming Wireless Devices with the Java 2 Platform: Micro Edition,2003,,books.google.com,https://books.google.com/books?hl=en&lr=&id=V2sljWMkrr8C&oi=fnd&pg=PR17&dq=%22api+evolution%22&ots=cwfWTsfxAw&sig=ITHgJliUPc5FbBaOFW8u9JSJ-ek,"https://scholar.google.com/scholar?cites=16591644416172091023&as_sdt=2005&sciodt=0,5&hl=en",589,25-01-21,BOOK,,,,,,,,202,11.22,40,5,18
0,E Stroulia,How to Train a Software Engineer in Canada: Through IBM CAS,2015,CAS and CASCON Honouring 25 Years of IBM …,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.700.3478&rep=rep1&type=pdf#page=96,,590,25-01-21,PDF,,,,,,,,0,0,0,1,6
0,DHY Emadzadeh,Compositional Infrastructure based on Periodic Well Tests-Production Allocation for the Eagle Ford Field,2016,,ntnuopen.ntnu.no,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2404751,,591,25-01-21,,,,,,,,,0,0,0,1,5
0,YWA Poetzsch-Heffter,Source Compatibility for Java Packages,,softech.informatik.uni-kl.de,,https://softech.informatik.uni-kl.de/homepage/publications/WelschPoetzschHeffter10Comp.pdf,,592,25-01-21,PDF,,,,,,,,0,0,0,1,
1,"R Veerraju, AS Rao, G Murali",Refactoring and its benefits,2010,AIP Conference Proceedings,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.3516393,"https://scholar.google.com/scholar?cites=15080949811223553500&as_sdt=2005&sciodt=0,5&hl=en",593,25-01-21,,,,,,,,,1,0.09,0,3,11
0,"J Tan, J Betts, T Lance, A Whittaker, D Yocum",Developing a Task Management System,2018,,scitepress.org,https://www.scitepress.org/papers/2018/68344/68344.pdf,,594,25-01-21,PDF,,,,,,,,0,0,0,5,3
11,"Y Kamen, D Alur, JP Crupi, DB Malks, SM Ali",Method and apparatus for transparent invocation of a characteristics extractor for pattern-based system design analysis,2009,"US Patent 7,571,434",Google Patents,https://patents.google.com/patent/US7571434B1/en,"https://scholar.google.com/scholar?cites=13213458772946842804&as_sdt=2005&sciodt=0,5&hl=en",595,25-01-21,,,,,,,,,11,0.92,2,5,12
33,"P Accioly, P Borba, G Cavalcanti",Understanding semi-structured merge conflict characteristics in open-source java projects,2018,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-017-9586-1,"https://scholar.google.com/scholar?cites=1993319477961405291&as_sdt=2005&sciodt=0,5&hl=en",596,25-01-21,,,,,,,,,33,11,11,3,3
0,"SE Ponta, H Plate, A Sabetta","Citing this work This document is a pre-print of the paper that will appear in the proceedings of ICSME 2018. If you wish to refer to this work, please cite it as …",2018,,researchgate.net,https://www.researchgate.net/profile/Antonino_Sabetta/publication/325870206_Beyond_Metadata_Code-centric_and_Usage-based_Analysis_of_Known_Vulnerabilities_in_Open-source_Software/links/5b2a074aaca27209f374eae0/Beyond-Metadata-Code-centric-and-Usage-based-Analysis-of-Known-Vulnerabilities-in-Open-source-Software.pdf,,597,25-01-21,PDF,,,,,,,,0,0,0,3,3
12,"JM Davis, P Stubbs, JA Shepard",Application proxy,2008,"US Patent App. 11/470,959",Google Patents,https://patents.google.com/patent/US20080127055A1/en,"https://scholar.google.com/scholar?cites=6495550551108917412&as_sdt=2005&sciodt=0,5&hl=en",598,25-01-21,,,,,,,,,12,0.92,4,3,13
98,"N Gruska, A Wasylkowski, A Zeller","Learning from 6,000 projects: lightweight cross-project anomaly detection",2010,Proceedings of the 19th international …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1831708.1831723,"https://scholar.google.com/scholar?cites=12837257189066413660&as_sdt=2005&sciodt=0,5&hl=en",599,25-01-21,,,,,,,,,98,8.91,33,3,11
14,"D Dig, TN Nguyen, R Johnson",Refactoring-aware software configuration management,2006,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/11191,"https://scholar.google.com/scholar?cites=14490210373834929045&as_sdt=2005&sciodt=0,5&hl=en",600,25-01-21,,,,,,,,,14,0.93,5,3,15
4,"P Weißgerber, B Biegel, S Diehl",Making Programmers Aware Of Refactorings.,2007,WRT,researchgate.net,https://www.researchgate.net/profile/Benjamin_Biegel/publication/221496293_Making_Programmers_Aware_Of_Refactorings/links/544faa570cf2279b80c22611/Making-Programmers-Aware-Of-Refactorings.pdf,"https://scholar.google.com/scholar?cites=17151960706707934714&as_sdt=2005&sciodt=0,5&hl=en",601,25-01-21,PDF,,,,,,,,4,0.29,1,3,14
6,"M Song, E Tilevich","Reusing metadata across components, applications, and languages",2015,Science of Computer Programming,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167642314003682,"https://scholar.google.com/scholar?cites=4000811024328430477&as_sdt=2005&sciodt=0,5&hl=en",602,25-01-21,HTML,,,,,,,,6,1,3,2,6
1,Y Fu,"Numerical modeling of an overpressured petroleum system, Kristin Field, Mid-Norwegian margin",2009,,d-nb.info,https://d-nb.info/1034994875/34,"https://scholar.google.com/scholar?cites=12911269074279807574&as_sdt=2005&sciodt=0,5&hl=en",603,25-01-21,PDF,,,,,,,,1,0.08,1,1,12
10,"D Matichuk, T Murray",Extensible specifications for automatic re-use of specifications and proofs,2012,… Conference on Software Engineering and Formal …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-33826-7_23,"https://scholar.google.com/scholar?cites=6137628587966634525&as_sdt=2005&sciodt=0,5&hl=en",604,25-01-21,,,,,,,,,10,1.11,5,2,9
6,DY Cheng,Code generation for integrating devices into a middleware framework,2004,"US Patent App. 09/861,418",Google Patents,https://patents.google.com/patent/US20040015809A1/en,"https://scholar.google.com/scholar?cites=11322265786205093347&as_sdt=2005&sciodt=0,5&hl=en",605,25-01-21,,,,,,,,,6,0.35,6,1,17
12,"R Robbes, M Lanza",Towards change-aware development tools,2007,,doc.rero.ch,https://doc.rero.ch/record/9045,"https://scholar.google.com/scholar?cites=6957606837294509653&as_sdt=2005&sciodt=0,5&hl=en",606,25-01-21,,,,,,,,,12,0.86,6,2,14
2,"K Kanagalakshmi, R Suguna",Software refactoring technique for code clone detection of static and dynamic website,2014,Int. J. Comp. Applications,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.684.5752&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=1676234359684136409&as_sdt=2005&sciodt=0,5&hl=en",607,25-01-21,PDF,,,,,,,,2,0.29,1,2,7
3,"T Sanyal, W Al-Khamees, H Baroon, A Alsane, ...",Using Cyclic Steam Pilot Performance to Address Reservoir Description Uncertainties,2014,… International Heavy Oil …,onepetro.org,https://onepetro.org/conference-paper/SPE-172853-MS,"https://scholar.google.com/scholar?cites=18269586427716629439&as_sdt=2005&sciodt=0,5&hl=en",608,25-01-21,,,,,,,,,3,0.43,1,5,7
6,"J Chen, J Xiao, Q Wang, LJ Osterweil, M Li",Refactoring planning and practice in agile software development: an empirical study,2014,Proceedings of the 2014 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2600821.2600829,"https://scholar.google.com/scholar?cites=14545232277293615939&as_sdt=2005&sciodt=0,5&hl=en",609,25-01-21,,,,,,,,,6,0.86,1,5,7
4,"YW Kwon, E Tilevich",A declarative approach to hardening services against QoS vulnerabilities,2011,… on the Maintenance and Evolution of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6049034/,"https://scholar.google.com/scholar?cites=15264061503883711078&as_sdt=2005&sciodt=0,5&hl=en",610,25-01-21,,,,,,,,,4,0.4,2,2,10
297,"C Varela, G Agha",Programming dynamically reconfigurable open systems with SALSA,2001,ACM SIGPLAN Notices,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/583960.583964,"https://scholar.google.com/scholar?cites=13052202118349396845&as_sdt=2005&sciodt=0,5&hl=en",611,25-01-21,,,,,,,,,297,14.85,149,2,20
12,"A Ponomarenko, V Rubanov",Backward compatibility of software interfaces: Steps towards automatic verification,2012,Programming and Computer Software,Springer,https://link.springer.com/article/10.1134/S0361768812050052,"https://scholar.google.com/scholar?cites=12949476330391467879&as_sdt=2005&sciodt=0,5&hl=en",612,25-01-21,,,,,,,,,12,1.33,6,2,9
6,"D Dig, K Manzoor, TN Nguyen, R Johnson",MolhadoRef: a refactoring-aware infrastructure for OO programs,2006,Proceedings of the 2006 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1188835.1188841,"https://scholar.google.com/scholar?cites=6111185612592356769&as_sdt=2005&sciodt=0,5&hl=en",613,25-01-21,,,,,,,,,6,0.4,2,4,15
2,"MC Fanning, GB Miskelly, A Gandhi, TS Rice, ...",Imperative attribution for elements in managed runtimes,2015,US Patent …,Google Patents,https://patents.google.com/patent/US9135034B2/en,"https://scholar.google.com/scholar?cites=5756287361991726277&as_sdt=2005&sciodt=0,5&hl=en",614,25-01-21,,,,,,,,,2,0.33,0,5,6
9,"R Mikhaiel, N Tsantalis, N Negara, E Stroulia, ...",Differencing UML models: a domain-specific vs. a domain-agnostic method,2011,… Summer School on …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-35992-7_4,"https://scholar.google.com/scholar?cites=15252724670569363026&as_sdt=2005&sciodt=0,5&hl=en",615,25-01-21,,,,,,,,,9,0.9,2,5,10
0,"R Holmes, RJ Walker",Developer-Specific Awareness of External Changes,,cs.ubc.ca,,https://www.cs.ubc.ca/~rtholmes/papers/stc_2009_holmes.pdf,,616,25-01-21,PDF,,,,,,,,0,0,0,2,
7,B Sand,"IoT testing-the big challenge why, what and how",2015,International Internet of Things Summit,Springer,https://link.springer.com/chapter/10.1007/978-3-319-47075-7_9,"https://scholar.google.com/scholar?cites=17698626999149246170&as_sdt=2005&sciodt=0,5&hl=en",617,25-01-21,,,,,,,,,7,1.17,7,1,6
14,"G Mesfin, TM Grønli, D Midekso, G Ghinea",Towards end-user development of REST client applications on smartphones,2016,Computer Standards & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0920548915000896,"https://scholar.google.com/scholar?cites=15121675071693514539&as_sdt=2005&sciodt=0,5&hl=en",618,25-01-21,,,,,,,,,14,2.8,4,4,5
11,"W Jung, E Lee, C Wu",A survey on mining software repositories,2012,IEICE TRANSACTIONS on Information and …,search.ieice.org,https://search.ieice.org/bin/summary.php?id=e95-d_5_1384,"https://scholar.google.com/scholar?cites=2001619744729401283&as_sdt=2005&sciodt=0,5&hl=en",619,25-01-21,,,,,,,,,11,1.22,4,3,9
6,D Zernik,Method for ensuring unique identification of program elements across multiple executions,2008,"US Patent App. 11/644,436",Google Patents,https://patents.google.com/patent/US20080155493A1/en,"https://scholar.google.com/scholar?cites=3503737646980130102&as_sdt=2005&sciodt=0,5&hl=en",620,25-01-21,,,,,,,,,6,0.46,6,1,13
10,"BC Cooper, SR Carter",Techniques for debugging an application,2015,"US Patent 8,966,448",Google Patents,https://patents.google.com/patent/US8966448B2/en,"https://scholar.google.com/scholar?cites=5125500738208484578&as_sdt=2005&sciodt=0,5&hl=en",621,25-01-21,,,,,,,,,10,1.67,5,2,6
4,"IPSC Silva, ELG Alves, ...",Analyzing automatic test generation tools for refactoring validation,2017,2017 IEEE/ACM 12th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7962330/,"https://scholar.google.com/scholar?cites=16187135997465467562&as_sdt=2005&sciodt=0,5&hl=en",622,25-01-21,,,,,,,,,4,1,1,3,4
52,"MAB Halstead, CT Loop",Application programs constructed entirely from autonomous component objects,2001,"US Patent 6,230,318",Google Patents,https://patents.google.com/patent/US6230318B1/en,"https://scholar.google.com/scholar?cites=10790013192589035460&as_sdt=2005&sciodt=0,5&hl=en",623,25-01-21,,,,,,,,,52,2.6,26,2,20
4,G Szőke,Automating the Refactoring Process,2017,Acta Cybernetica,cyber.bibl.u-szeged.hu,http://cyber.bibl.u-szeged.hu/index.php/actcybern/article/view/4022,"https://scholar.google.com/scholar?cites=18154989693772277625&as_sdt=2005&sciodt=0,5&hl=en",624,25-01-21,,,,,,,,,4,1,4,1,4
35,R Kramer,System and method for software module architecture language and compliance checking,2006,"US Patent 7,076,764",Google Patents,https://patents.google.com/patent/US7076764B2/en,"https://scholar.google.com/scholar?cites=14341567597392518542&as_sdt=2005&sciodt=0,5&hl=en",625,25-01-21,,,,,,,,,35,2.33,35,1,15
2,"Z Chen, HF Guo, M Song",Improving regression test efficiency with an awareness of refactoring changes,2018,Information and Software Technology,Elsevier,https://www.sciencedirect.com/science/article/pii/S095058491830137X,"https://scholar.google.com/scholar?cites=17537921225985907919&as_sdt=2005&sciodt=0,5&hl=en",626,25-01-21,,,,,,,,,2,0.67,1,3,3
0,NA MILEA,SCALABLE DETECTION OF SOFTWARE REFACTORING,2015,,core.ac.uk,https://core.ac.uk/download/pdf/48811185.pdf,,627,25-01-21,PDF,,,,,,,,0,0,0,1,6
2,B Venners,How to use design patterns,2005,,immagic.com,https://www.immagic.com/eLibrary/ARCHIVES/GENERAL/ARTIMAUS/A050628V.pdf,"https://scholar.google.com/scholar?cites=4312107112225385540&as_sdt=2005&sciodt=0,5&hl=en",628,25-01-21,PDF,,,,,,,,2,0.13,2,1,16
0,Y Welsch,Reasoning about Backward Compatibility of Class Libraries,2013,,kluedo.ub.uni-kl.de,https://kluedo.ub.uni-kl.de/files/3660/_diss-color.neu.pdf,,629,25-01-21,PDF,,,,,,,,0,0,0,1,8
9,"H Abdeen, O Shata",Metrics for assessing the design of software interfaces,2013,arXiv preprint arXiv:1302.2657,arxiv.org,https://arxiv.org/abs/1302.2657,"https://scholar.google.com/scholar?cites=14819643664667329741&as_sdt=2005&sciodt=0,5&hl=en",630,25-01-21,,,,,,,,,9,1.13,5,2,8
0,S Hassaine,Évolution biologique et applications en génie logiciel,2010,,publications.polymtl.ca,https://publications.polymtl.ca/2652/,,631,25-01-21,,,,,,,,,0,0,0,1,11
0,J Denzinger,FACULTY OF GRADUATE STUDIES,2010,,lsmr.org,https://lsmr.org/docs/kapur_msc_2010.pdf,,632,25-01-21,PDF,,,,,,,,0,0,0,1,11
0,AS Holtzhauer,APPROVAL PAGE,2014,,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.430.9917&rep=rep1&type=pdf,,633,25-01-21,PDF,,,,,,,,0,0,0,1,7
15,"A Zakonov, V Mushkatin",Automatic incremental application dependency discovery through code instrumentation,2015,"US Patent 9,104,794",Google Patents,https://patents.google.com/patent/US9104794B2/en,"https://scholar.google.com/scholar?cites=14540734130538907695&as_sdt=2005&sciodt=0,5&hl=en",634,25-01-21,,,,,,,,,15,2.5,8,2,6
30,DJ Martineau,Automated merging in a software development environment,2013,"US Patent 8,495,564",Google Patents,https://patents.google.com/patent/US8495564B2/en,"https://scholar.google.com/scholar?cites=17376021775127285748&as_sdt=2005&sciodt=0,5&hl=en",635,25-01-21,,,,,,,,,30,3.75,30,1,8
4,"S Balasubramanian, AR Jones, BM O'connell, ...",Application programming interface naming using collaborative services,2015,US Patent …,Google Patents,https://patents.google.com/patent/US8943483B2/en,"https://scholar.google.com/scholar?cites=4599186723640305784&as_sdt=2005&sciodt=0,5&hl=en",636,25-01-21,,,,,,,,,4,0.67,1,4,6
50,N Fitzroy-Dale,Architecture Optimization,2010,University of new South Wales,unsworks.unsw.edu.au,http://unsworks.unsw.edu.au/fapi/datastream/unsworks:9904/SOURCE02,"https://scholar.google.com/scholar?cites=10209307945588169735&as_sdt=2005&sciodt=0,5&hl=en",637,25-01-21,PDF,,,,,,,,50,4.55,50,1,11
0,小田朋宏,『オープンソースソフトウェア工学』 シリーズ 受託開発と並行したオープンソース開発の実践,2017,コンピュータ ソフトウェア,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jssst/34/2/34_2_51/_article/-char/ja/,,638,25-01-21,,,,,,,,,0,0,0,1,4
4,M Takahashi,"Software automatic configuration apparatus, software automatic configuration method, and storage media",2016,"US Patent App. 15/059,461",Google Patents,https://patents.google.com/patent/US20160266875A1/en,"https://scholar.google.com/scholar?cites=5879608432714943466&as_sdt=2005&sciodt=0,5&hl=en",639,25-01-21,,,,,,,,,4,0.8,4,1,5
7,"J Liu, D Wu, J Xue",TDroid: Exposing app switching attacks in Android with control flow specialization,2018,2018 33rd IEEE/ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9000042/,"https://scholar.google.com/scholar?cites=3739239118711298026&as_sdt=2005&sciodt=0,5&hl=en",640,25-01-21,,,,,,,,,7,2.33,2,3,3
10,R Gheyi,A Refinement Theory for Alloy,2007,,repositorio.ufpe.br,https://repositorio.ufpe.br/handle/123456789/2023,"https://scholar.google.com/scholar?cites=6036610159300060928&as_sdt=2005&sciodt=0,5&hl=en",641,25-01-21,,,,,,,,,10,0.71,10,1,14
49,"BL Geipel, PSA Smith, PC Crane, JC Gillibrand, ...",System and method for active configuration management,2010,US Patent …,Google Patents,https://patents.google.com/patent/US7644392B2/en,"https://scholar.google.com/scholar?cites=9754178423142965590&as_sdt=2005&sciodt=0,5&hl=en",642,25-01-21,,,,,,,,,49,4.45,10,5,11
0,"Y Cheng, M Wang, Y Xiong, Z Wu, Y Wu, ...",Un-preprocessing: Extended CPP that works with your tools,2017,Proceedings of the 9th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3131704.3131715,,643,25-01-21,,,,,,,,,0,0,0,6,4
1,M Oestreicher,A scaleable multi-application environment for secure tokens,2003,,research-collection.ethz.ch,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/72795/1/eth-26853-01.pdf,"https://scholar.google.com/scholar?cites=18432388720541967391&as_sdt=2005&sciodt=0,5&hl=en",644,25-01-21,PDF,,,,,,,,1,0.06,1,1,18
13,"VL Winter, A Mametjanov",Generative programming techniques for Java library migration,2007,… of the 6th international conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1289971.1290001,"https://scholar.google.com/scholar?cites=9731648026698291231&as_sdt=2005&sciodt=0,5&hl=en",645,25-01-21,,,,,,,,,13,0.93,7,2,14
0,MAO Maia,Uma abordagem para adaptação de clientes do Java Collections Framework baseada em técnicas de migração de APÌs.,2014,,dspace.sti.ufcg.edu.br,http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/392,,646,25-01-21,,,,,,,,,0,0,0,1,7
31,"A Ahadian, SA Brodsky, MG Burke, RB Nin, ...",Displaying and refactoring programs that include database statements,2012,US Patent …,Google Patents,https://patents.google.com/patent/US8276117B2/en,"https://scholar.google.com/scholar?cites=16439358812952359114&as_sdt=2005&sciodt=0,5&hl=en",647,25-01-21,,,,,,,,,31,3.44,6,5,9
